label,text
spam,"Microsoft support: we detected 3 viruses on your PC. Call 0800 123 4567 now"
spam,"Your computer has been infected. Do not turn it off. Contact our engineer"
spam,"Windows security centre: your licence key is invalid. Call to reactivate"
spam,"We are calling about your slow internet. Allow remote access to fix it"
spam,"Your iCloud storage has been breached. Install our security tool immediately"
spam,"Pre-approved loan of £10,000, no credit check, funds in 1 hour. Apply now"
spam,"Write off up to 80% of your debt legally. Free consultation, no obligation"
spam,"Bad credit? We lend anyway. £500 to £25,000 today. Text LOAN to 66223"
spam,"Your loan application was approved. Reply with your sort code to receive funds"
spam,"Consolidate your debts into one low payment. No fees. Check your eligibility"
spam,"hi mum i dropped my phone this is my new number can you message me here"
spam,"Hello it's me, I've lost my phone. Save this number and delete the old one"
spam,"Dad I'm in trouble and need money urgently, please don't call just transfer"
spam,"Mum my phone is broken, can you pay a bill for me today? I'll explain later"
spam,"I have recorded you through your webcam. Pay 0.05 BTC or I send it to your contacts"
spam,"I know your password. Transfer bitcoin within 48 hours or your files are published"
spam,"Your device is compromised and I have your browsing history. You know what to do"
spam,"Donate to the earthquake appeal. Text GIVE to 70085. £5 per message"
spam,"Help sick children this Christmas. Reply DONATE to give £10 instantly"
spam,"Your gas meter reading is overdue and a fine applies. Submit it at this link"
spam,"British Gas: your direct debit failed. Update it to avoid disconnection"
spam,"Water bill arrears notice. Pay within 7 days or supply will be interrupted"
spam,"Your energy account is in credit £212. Claim your refund using this form"
spam,"Complete this 2 minute survey and receive a £100 supermarket voucher"
spam,"Tell us about your shopping experience and enter our £500 prize draw"
spam,"Rate your recent delivery and claim a free gift. Only 40 available"
spam,"Click to see who viewed your profile 47 times this week"
spam,"Your photos were found on another website. See them here before they spread"
spam,"Meet singles near you tonight. 3 people are waiting to chat. Join free"
spam,"Your number has been entered into our database. Reply STOP to opt out or CLAIM to win"
spam,"FREE ringtones! Text TONE to 88877. £4.50/week after trial. 16+ only"
spam,"Adult content unlocked for your number. 18+ verify to continue"
spam,"You have 3 new matches waiting. Upgrade now for 80% off, today only"
ham,"Hey are we still on for dinner at 7?"
ham,"Can you pick up milk and bread on your way home please"
ham,"Running about 10 minutes late, sorry!"
ham,"Happy birthday! Hope you have a lovely day x"
ham,"I'll be there in 5"
ham,"Did you remember to lock the back door?"
ham,"Mum says dinner is at half six on Sunday"
ham,"Can you send me the address again? I've lost it"
ham,"Thanks so much for yesterday, really appreciated it"
ham,"Are you free to chat later this evening?"
ham,"I've left the keys under the mat as usual"
ham,"Just landed, will get a taxi from the airport"
ham,"Let me know when you're leaving and I'll start cooking"
ham,"Sorry I missed your call, I was in a lecture"
ham,"Do you want me to save you a seat?"
ham,"Bring a coat, it's freezing out here"
ham,"Grandma called, she wants to see you at the weekend"
ham,"Can we move it to Thursday? Something came up Wednesday"
ham,"I'm at the station, which platform?"
ham,"Dog has been fed and walked, all fine here"
ham,"That was hilarious, still laughing"
ham,"See you in a bit"
ham,"No worries at all, take your time"
ham,"Can you call me when you get a chance? Nothing urgent"
ham,"I've booked the table for four at 8, under my name"
ham,"Just checking you got home okay last night"
ham,"Which bus did you say goes past the hospital?"
ham,"Forgot my charger at yours, can you bring it Friday?"
ham,"Kettle's on if you want a cup"
ham,"Text me when you're outside and I'll come down"
ham,"Morning, the standup has moved to 10:15 today"
ham,"Can you review my pull request when you get a moment?"
ham,"The client meeting is confirmed for Tuesday at 2pm in room 3"
ham,"I've pushed the fix to the branch, tests are passing"
ham,"Could you send over the figures for last quarter?"
ham,"Working from home tomorrow, will be on Slack as usual"
ham,"The deployment is scheduled for 6pm, expect 5 minutes downtime"
ham,"Please find the minutes from this morning attached"
ham,"I'm going to be about 15 minutes late to the call, start without me"
ham,"Can we push our one to one to Thursday? Diary clash"
ham,"Reminder: timesheets are due by Friday afternoon"
ham,"Thanks for covering my shift, I owe you one"
ham,"The printer on the second floor is out of toner again"
ham,"Great work on the presentation today, the client was impressed"
ham,"Payroll needs your new address before the 25th"
ham,"I've booked the meeting room for the retrospective"
ham,"Do you have capacity to take on the migration ticket this sprint?"
ham,"Please remember to complete the fire safety training module"
ham,"Your appointment with Dr Patel is confirmed for Tuesday 14 October at 09:20"
ham,"Reminder: you have a dental check up tomorrow at 11:00. Call to reschedule"
ham,"Your prescription is ready for collection at the pharmacy on Botanic Avenue"
ham,"This is a reminder of your blood test on Thursday. Please do not eat beforehand"
ham,"Your eye test is booked for 15:30 on Monday. Please bring your current glasses"
ham,"Physio appointment moved to 16:00 next Wednesday, sorry for the short notice"
ham,"You are due for a routine vaccination. Reply to book a slot"
ham,"Your GP surgery will be closed on Monday for a staff training day"
ham,"Results are back and normal. The doctor will discuss them at your next visit"
ham,"Your hospital letter has been posted today and should arrive within 3 days"
ham,"Reminder: your MOT is due by 30 November. Book online or call the garage"
ham,"Your car is ready for collection. Total is £184.50, card or cash both fine"
ham,"Your haircut is booked for Saturday at 10. See you then!"
ham,"Table for 2 confirmed Friday 19:45. Please let us know of any allergies"
ham,"Your parcel was delivered and left in the porch as requested"
ham,"Your order has been dispatched and should arrive Thursday. No action needed"
ham,"Out for delivery today between 13:00 and 15:00. Nothing to pay"
ham,"Your click and collect order is ready. Bring ID to the desk"
ham,"Delivery driver is 3 stops away. Track in the app if you like"
ham,"We tried to deliver but nobody was home. A card was left with next steps"
ham,"Your return has been received and the refund will show in 3 to 5 days"
ham,"Thanks for your order. Your receipt is attached, no payment is outstanding"
ham,"Your £42.30 payment to Tesco was authorised at 18:04"
ham,"A payment of £9.99 to Spotify left your account this morning"
ham,"Your balance is £1,284.12 as of today. No action needed"
ham,"Direct debit to British Gas of £68.00 will be taken on the 2nd"
ham,"You spent £3.40 at a coffee shop. Not you? Call the number on your card"
ham,"Your statement for September is now available in the app"
ham,"Your salary of £1,940.00 has been paid into your current account"
ham,"You are £45 away from your monthly budget for eating out"
ham,"Your standing order to your savings account has gone out as normal"
ham,"Card ending 3391 was used online. If this was you, no action is needed"
ham,"Your one time passcode is 481902. It expires in 10 minutes"
ham,"Use 7734 to confirm your login. Never share this code with anyone"
ham,"Your verification code is 902413. We will never call to ask for it"
ham,"Code 556210 for your password reset. Ignore this if you did not request it"
ham,"Your two factor code is 338471"
ham,"Lecture for CMP1002 has moved to the Ashby building, room 03/016"
ham,"Coursework deadline extended to Friday 5pm, see the announcement on the portal"
ham,"Your tutorial group has been changed to Thursday at 11"
ham,"The library will be open 24 hours during exam period"
ham,"Registration closes on Friday, please complete it before then"
ham,"Your exam timetable has been published. Check your student portal"
ham,"Seminar cancelled today, the lecturer is unwell. Reading is on the portal"
ham,"Your student card is ready to collect from the one stop shop"
ham,"Reminder: societies fair is on Wednesday in the Whitla Hall from 11 to 3"
ham,"Practical is in Lab B this week, not Lab A"
ham,"Your accommodation deposit has been received, thank you"
ham,"Graduation tickets go on sale at 9am Monday"
ham,"Match is at 3 on Saturday, meet at the pub at 1?"
ham,"We won 2-1, absolutely deserved it"
ham,"Five a side is cancelled, pitch is waterlogged"
ham,"Are you watching this? Unbelievable"
ham,"Got two spare tickets if anyone wants them, face value"
ham,"Gym at 7 tomorrow? I need someone to make me go"
ham,"Parkrun on Saturday, meeting at the entrance at 8:45"
ham,"Quiz night team needs one more, you in?"
ham,"ok"
ham,"yes please"
ham,"sounds good 👍"
ham,"omw"
ham,"haha true"
ham,"perfect, thanks!"
ham,"no idea tbh"
ham,"will do"
ham,"same here"
ham,"can't tonight, sorry"
ham,"maybe later?"
ham,"👍"
ham,"thank you!!"
ham,"nope"
ham,"see you there"
ham,"Congratulations on the new job! So pleased for you"
ham,"You've won the office sweepstake, £12 in your pigeonhole"
ham,"Free coffee at the staff kitchen, someone brought a machine in"
ham,"Urgent: the fire alarm is going off, everyone out"
ham,"Can you click the link in the email I just sent and approve it?"
ham,"I need to verify a couple of things with you before I submit the form"
ham,"The prize for the raffle is a hamper, tickets are £2 from reception"
ham,"Claim your expenses before month end or finance will chase you"
ham,"You have won our team's fantasy league, well deserved"
ham,"Please verify the invoice total before I send it to the client"
ham,"Free tickets to the show on Thursday, work gave us a few"
ham,"This is urgent but not an emergency: the kettle has broken"
ham,"Click and collect is ready, I'll grab it on my way past"
ham,"Congratulations, you survived Monday"
ham,"I've been selected for the panel next week, quite nervous"
ham,"Winner winner, you owe me a drink"
ham,"My account is locked out again, can IT reset it?"
ham,"Verify with reception that they have the parcel before you walk over"
ham,"The bank called about a suspicious payment, turned out to be my own"
ham,"£500 came through from the deposit, all sorted"
